CreditScore,DTIRatio,Income,MonthsEmployed,Education,EmploymentType,LoanPurpose,ActualDefault,PredictedPD,LR_RiskDecile,Approved
738,0.46,72549,108,Master's,Unemployed,Other,0,0.07822178901749148,3,1
547,0.63,33510,1,High School,Self-employed,Home,0,0.23825150342677628,10,0
381,0.35,146090,12,High School,Unemployed,Other,0,0.14207832444243548,8,1
344,0.14,46984,91,Master's,Self-employed,Auto,0,0.10945002340300602,6,1
358,0.82,96465,99,High School,Full-time,Education,0,0.0810427171759493,3,1
677,0.21,70853,5,Master's,Self-employed,Auto,0,0.14993904390295967,8,1
582,0.85,30940,11,Master's,Unemployed,Auto,0,0.2642271048453997,10,0
393,0.49,131166,16,Bachelor's,Part-time,Other,0,0.1286868307327623,7,1
677,0.27,103464,69,Bachelor's,Full-time,Business,0,0.06820022668987889,2,1
599,0.69,72161,19,High School,Self-employed,Auto,0,0.1840015830059904,9,0
331,0.84,18209,90,High School,Self-employed,Home,0,0.16492456236306183,9,0
566,0.72,105164,119,PhD,Self-employed,Other,1,0.0540815299170712,1,1
670,0.32,93052,58,Bachelor's,Unemployed,Home,0,0.09784255235285413,5,1
818,0.24,90622,30,High School,Self-employed,Other,0,0.11547871552868941,6,1
443,0.83,77756,46,Master's,Full-time,Business,0,0.12081539716647086,7,1
580,0.21,36350,22,PhD,Full-time,Education,0,0.14101504176433444,8,1
550,0.13,123569,0,High School,Full-time,Other,0,0.1087879015642669,6,1
848,0.67,88459,97,Master's,Self-employed,Other,0,0.06269954179244368,2,1
363,0.29,63924,38,PhD,Self-employed,Home,0,0.1262265290878988,7,1
581,0.65,54179,45,Bachelor's,Full-time,Business,1,0.13911009075812547,8,1
482,0.83,86589,113,Bachelor's,Full-time,Home,0,0.05750969785247137,1,1
434,0.23,101485,12,Master's,Unemployed,Other,0,0.15499180465151277,8,1
753,0.64,50161,37,Bachelor's,Self-employed,Other,1,0.1559686788138081,8,1
659,0.64,80074,48,High School,Full-time,Education,0,0.10893740383831407,6,1
593,0.45,21000,28,PhD,Unemployed,Education,0,0.2206142011064771,10,0
655,0.45,59475,97,High School,Unemployed,Auto,0,0.11896750774217951,6,1
568,0.62,101033,6,Master's,Full-time,Auto,0,0.11715107851560261,6,1
351,0.72,136368,115,Master's,Full-time,Other,0,0.0424392248732718,1,1
446,0.73,62966,10,Master's,Unemployed,Home,0,0.20064619395050798,10,0
626,0.4,90376,110,High School,Self-employed,Home,0,0.06172737190985774,2,1
540,0.26,52709,40,Bachelor's,Part-time,Business,1,0.16973994144922908,9,0
682,0.11,133170,83,High School,Unemployed,Home,0,0.059488941566330875,2,1
806,0.55,17617,44,PhD,Part-time,Business,1,0.16970042797233303,9,0
555,0.54,58529,104,High School,Part-time,Education,0,0.10703802006725323,5,1
632,0.5,111453,61,High School,Unemployed,Auto,0,0.11178174280179347,6,1
792,0.61,138070,63,High School,Part-time,Auto,0,0.07307851884601936,3,1
533,0.82,44173,100,Bachelor's,Self-employed,Business,0,0.12711738046760768,7,1
610,0.27,141951,16,Master's,Self-employed,Home,0,0.07479062781428987,3,1
588,0.12,50976,101,Bachelor's,Full-time,Auto,1,0.07517749643514639,3,1
700,0.25,32248,3,Master's,Unemployed,Other,0,0.22562754418223654,10,0
841,0.62,140934,6,Bachelor's,Self-employed,Home,0,0.0855076071584827,4,1
575,0.8,39602,8,Bachelor's,Self-employed,Other,0,0.23642109268025308,10,0
733,0.47,44481,59,High School,Self-employed,Auto,1,0.1444058205497451,8,1
670,0.55,50178,45,Bachelor's,Part-time,Other,0,0.1557285219845631,8,1
475,0.41,62257,66,Bachelor's,Unemployed,Business,0,0.16020579751715686,9,0
461,0.59,32370,19,Master's,Self-employed,Business,0,0.22596616911051215,10,0
743,0.66,143631,86,High School,Part-time,Home,0,0.05165200955232733,1,1
718,0.18,136099,117,PhD,Full-time,Auto,0,0.02749428292761145,1,1
485,0.86,106539,52,Master's,Self-employed,Home,0,0.0917567746142298,4,1
314,0.17,142789,66,High School,Unemployed,Auto,0,0.09589856005181546,5,1
405,0.77,62470,116,Bachelor's,Full-time,Home,0,0.06976542279251598,2,1
607,0.44,79262,58,PhD,Part-time,Home,1,0.08871938846360593,4,1
630,0.37,92587,8,High School,Self-employed,Home,0,0.13724601223596686,8,1
333,0.9,140359,91,High School,Part-time,Business,1,0.08717523087425189,4,1
454,0.36,53029,41,Bachelor's,Unemployed,Auto,0,0.1957619525755879,10,0
453,0.17,44843,81,Bachelor's,Unemployed,Other,1,0.14515694462247922,8,1
837,0.21,139483,89,PhD,Unemployed,Business,0,0.04980257743897541,1,1
606,0.79,56651,24,PhD,Self-employed,Business,0,0.174417131068675,9,0
539,0.54,97218,73,PhD,Unemployed,Home,0,0.08464546558421826,4,1
344,0.53,15090,60,Bachelor's,Unemployed,Education,0,0.2393736312903758,10,0
804,0.8,19728,61,Bachelor's,Self-employed,Education,0,0.16271337040138417,9,0
428,0.28,90712,105,Bachelor's,Unemployed,Business,0,0.09610144667942387,5,1
755,0.13,98601,61,Master's,Full-time,Business,0,0.06249358613736442,2,1
749,0.77,48738,95,High School,Full-time,Auto,0,0.09235527686113419,4,1
839,0.86,70685,20,Bachelor's,Full-time,Education,0,0.1281335234834701,7,1
442,0.68,142961,11,PhD,Full-time,Auto,0,0.0881424191327639,4,1
316,0.85,64285,9,High School,Full-time,Education,0,0.2102642620975737,10,0
643,0.72,99126,79,PhD,Self-employed,Education,0,0.0757572896960127,3,1
374,0.3,102440,82,PhD,Part-time,Auto,0,0.08005946210248316,3,1
587,0.6,141447,81,High School,Self-employed,Other,0,0.06658859170377122,2,1
738,0.2,98131,50,PhD,Unemployed,Business,0,0.10005025752680974,5,1
335,0.74,143243,75,Bachelor's,Self-employed,Home,0,0.06811092364317982,2,1
664,0.24,88076,79,Bachelor's,Full-time,Education,0,0.06650853239329955,2,1
641,0.3,16679,2,Bachelor's,Full-time,Home,0,0.1826605492559644,9,0
623,0.27,137796,81,Bachelor's,Self-employed,Auto,0,0.05761103769769664,1,1
846,0.24,130187,41,High School,Unemployed,Home,0,0.08027779571986646,3,1
504,0.81,50342,19,High School,Full-time,Auto,0,0.1923225339704635,10,0
806,0.59,141164,60,High School,Unemployed,Home,0,0.07113031687909825,2,1
325,0.56,110057,75,Bachelor's,Self-employed,Business,0,0.10269822737360487,5,1
795,0.55,40374,94,Bachelor's,Self-employed,Auto,0,0.10350705192529254,5,1
621,0.71,133793,12,PhD,Full-time,Auto,0,0.08409536327844708,4,1
582,0.14,119094,91,Master's,Full-time,Business,0,0.046579025456261296,1,1
486,0.24,74191,59,Bachelor's,Unemployed,Business,0,0.14834710012051047,8,1
604,0.28,103975,91,Bachelor's,Part-time,Auto,0,0.07206589769473926,3,1
725,0.29,101698,111,Master's,Unemployed,Home,0,0.05103867398527893,1,1
526,0.2,26657,67,Bachelor's,Full-time,Auto,0,0.12550415255096006,7,1
362,0.5,102119,4,Master's,Part-time,Other,1,0.16056277332124397,9,0
577,0.27,63739,89,Bachelor's,Full-time,Auto,0,0.0790337034489134,3,1
542,0.54,102407,12,PhD,Unemployed,Business,0,0.16023057520679113,9,0
731,0.6,74136,100,PhD,Self-employed,Auto,0,0.07080953959187711,2,1
560,0.42,82147,53,Bachelor's,Unemployed,Education,0,0.13916065135534456,8,1
794,0.29,25745,25,High School,Full-time,Other,1,0.16025469271408527,9,0
596,0.3,35811,63,Master's,Unemployed,Education,0,0.15392861574813735,8,1
838,0.4,16816,9,PhD,Unemployed,Auto,0,0.2250214029806645,10,0
759,0.71,35563,19,Master's,Full-time,Business,0,0.16027482086081332,9,0
682,0.73,111328,49,Master's,Unemployed,Home,0,0.09193057161432681,4,1
781,0.15,142839,108,PhD,Full-time,Education,0,0.026574485295161404,1,1
461,0.16,24443,75,Bachelor's,Self-employed,Education,0,0.14876161398581234,8,1
832,0.87,52540,98,PhD,Unemployed,Home,0,0.086899754360882,4,1
489,0.69,18384,48,PhD,Unemployed,Business,1,0.22887301581561914,10,0
760,0.71,71751,53,PhD,Part-time,Home,0,0.09504064364793549,4,1
694,0.68,135112,22,Bachelor's,Self-employed,Other,0,0.10041105923301316,5,1
791,0.58,112721,114,High School,Self-employed,Business,1,0.05840721654137952,1,1
632,0.63,69938,24,High School,Unemployed,Education,0,0.20189552223534735,10,0
654,0.34,25167,47,High School,Self-employed,Auto,0,0.18295170015718618,9,0
602,0.48,39591,109,PhD,Full-time,Other,0,0.0719653945566121,3,1
759,0.78,64240,64,Master's,Self-employed,Education,1,0.10802844313300536,6,1
777,0.32,118737,78,PhD,Part-time,Other,0,0.055684729755451204,1,1
809,0.16,54932,26,High School,Unemployed,Other,0,0.17702722612599922,9,0
488,0.52,144912,40,PhD,Full-time,Business,0,0.06694861118148265,2,1
469,0.83,122669,91,PhD,Full-time,Business,0,0.05691709452495063,1,1
572,0.78,122865,84,High School,Self-employed,Business,1,0.08445866871289584,4,1
430,0.4,130019,9,PhD,Part-time,Other,0,0.11518787009927366,6,1
765,0.12,93428,97,Bachelor's,Part-time,Business,0,0.06743889871612262,2,1
734,0.33,99936,91,Bachelor's,Part-time,Home,1,0.05912927816840593,2,1
325,0.67,55515,37,Bachelor's,Unemployed,Home,0,0.20010275385947335,10,0
638,0.67,107175,113,Master's,Self-employed,Home,0,0.047198714819740854,1,1
421,0.45,121890,116,High School,Part-time,Other,0,0.06396583884125384,2,1
655,0.24,113644,69,Master's,Full-time,Other,0,0.05360752826647214,1,1
407,0.18,80834,48,Bachelor's,Part-time,Other,0,0.13147290910369977,7,1
471,0.61,48603,45,PhD,Unemployed,Education,0,0.18134999843758598,9,0
511,0.61,139571,73,High School,Full-time,Other,0,0.061722224279468996,2,1
739,0.55,60791,117,Master's,Full-time,Business,0,0.058976344473917294,2,1
306,0.9,90484,76,Master's,Full-time,Home,0,0.07846343918554533,3,1
654,0.81,43404,55,High School,Part-time,Home,1,0.15291006210809627,8,1
311,0.74,94166,87,Master's,Self-employed,Auto,0,0.09540401814281783,5,1
601,0.49,129058,52,Master's,Self-employed,Business,0,0.08016999994405337,3,1
515,0.5,121020,41,High School,Part-time,Auto,0,0.11487672024139789,6,1
384,0.18,52186,84,PhD,Unemployed,Education,0,0.12484110436244748,7,1
520,0.69,44435,11,PhD,Unemployed,Home,0,0.20742993324895093,10,0
671,0.26,112298,19,PhD,Unemployed,Home,0,0.10034085769533241,5,1
633,0.66,123812,68,Bachelor's,Part-time,Auto,0,0.08147170144465905,3,1
804,0.18,25376,76,Bachelor's,Full-time,Home,0,0.0847166112094927,4,1
371,0.85,56642,24,Master's,Unemployed,Education,0,0.22984743240131905,10,0
449,0.62,112380,25,Master's,Unemployed,Other,0,0.1418914505296585,8,1
334,0.65,108046,101,Master's,Unemployed,Auto,0,0.08788950708797945,4,1
820,0.74,76928,55,PhD,Unemployed,Education,0,0.11558540058215565,6,1
499,0.44,128016,58,Bachelor's,Part-time,Home,0,0.07558829828995764,3,1
492,0.34,146263,2,Bachelor's,Part-time,Education,0,0.11760068589051713,6,1
405,0.61,149009,5,Master's,Unemployed,Auto,0,0.13289562214570141,7,1
479,0.14,82491,90,High School,Part-time,Business,1,0.10072916907621206,5,1
817,0.53,40468,111,Bachelor's,Unemployed,Education,0,0.1042496446005336,5,1
719,0.36,51551,102,High School,Unemployed,Education,0,0.1129429505597844,6,1
401,0.65,142550,70,High School,Full-time,Auto,0,0.06818349612503075,2,1
754,0.86,76118,89,PhD,Full-time,Education,0,0.06503181475008266,2,1
435,0.81,46066,76,Bachelor's,Unemployed,Business,0,0.1866849491099319,9,0
651,0.74,146319,110,PhD,Full-time,Education,0,0.03271301223847639,1,1
669,0.47,22763,33,Master's,Part-time,Auto,0,0.18592004609893822,9,0
815,0.32,15861,108,Master's,Full-time,Auto,0,0.07596698419824859,3,1
706,0.6,78614,53,PhD,Self-employed,Auto,0,0.10221946164080015,5,1
323,0.36,103887,41,Master's,Part-time,Other,1,0.1179361229796695,6,1
569,0.46,124349,72,Master's,Full-time,Home,0,0.04680127502327206,1,1
847,0.47,90865,24,Bachelor's,Self-employed,Business,1,0.12481968832719173,7,1
356,0.64,123834,75,Master's,Full-time,Auto,0,0.06489986847600883,2,1
534,0.42,124453,93,High School,Self-employed,Auto,0,0.06858870727903355,2,1
671,0.84,79615,71,Master's,Full-time,Business,0,0.08465729357991851,4,1
751,0.57,147323,77,High School,Unemployed,Other,0,0.07002522349192049,2,1
783,0.57,63595,18,PhD,Self-employed,Education,0,0.1408792667904227,8,1
338,0.35,23905,119,Master's,Self-employed,Home,0,0.0942965321546695,4,1
599,0.54,78802,15,Master's,Full-time,Business,0,0.1291390879048382,7,1
589,0.33,71703,79,Master's,Unemployed,Business,0,0.1127925245398163,6,1
427,0.62,98408,80,Master's,Part-time,Business,0,0.0958419242696573,5,1
841,0.66,19092,74,High School,Self-employed,Business,0,0.15806021016165145,9,0
489,0.37,40638,95,PhD,Self-employed,Education,0,0.10332138152046794,5,1
823,0.44,86628,9,Bachelor's,Unemployed,Education,0,0.16190847305416955,9,0
469,0.27,66210,31,Bachelor's,Self-employed,Auto,0,0.16017841175554337,9,0
838,0.33,16775,28,Master's,Full-time,Education,0,0.14046877020938187,8,1
480,0.42,125785,25,Master's,Part-time,Home,0,0.09173339836832038,4,1
750,0.52,143093,71,Master's,Full-time,Business,0,0.04546274280434567,1,1
749,0.19,79436,117,PhD,Unemployed,Education,0,0.061939593079796136,2,1
384,0.21,73339,68,Master's,Part-time,Auto,0,0.11147973115918074,6,1
776,0.87,41598,53,Master's,Self-employed,Other,0,0.13920080780872632,8,1
834,0.67,18381,62,PhD,Self-employed,Other,0,0.13608219206241046,7,1
619,0.82,122930,62,Bachelor's,Full-time,Home,0,0.06093188453511697,2,1
749,0.89,17551,68,Master's,Part-time,Other,0,0.15467637402582085,8,1
729,0.19,117256,5,High School,Self-employed,Other,0,0.12122421564692173,7,1
807,0.53,16057,77,PhD,Self-employed,Home,0,0.1055446002360897,5,1
528,0.73,137736,107,PhD,Part-time,Auto,0,0.05034337296549984,1,1
430,0.85,98984,50,Master's,Unemployed,Auto,0,0.139450595238004,8,1
791,0.49,126743,88,High School,Self-employed,Home,1,0.0516379003513285,1,1
486,0.86,72500,90,Bachelor's,Self-employed,Education,0,0.11041823328512627,6,1
587,0.39,113431,27,Bachelor's,Self-employed,Auto,0,0.11367023103941433,6,1
428,0.54,111913,10,PhD,Unemployed,Education,0,0.1545770000440619,8,1
733,0.62,49983,47,Bachelor's,Unemployed,Auto,0,0.17317938752286874,9,0
818,0.66,87426,99,PhD,Unemployed,Other,0,0.0729123423698547,3,1
520,0.37,142809,33,Bachelor's,Self-employed,Other,0,0.08945135079181628,4,1
815,0.82,142081,29,High School,Part-time,Auto,0,0.09754370274344706,5,1
758,0.46,72096,2,Master's,Full-time,Other,0,0.1253295478755447,7,1
416,0.65,105192,81,High School,Unemployed,Education,0,0.11776318173005097,6,1
785,0.31,120715,60,Bachelor's,Part-time,Education,1,0.07306141023747757,3,1
818,0.17,37020,97,Bachelor's,Self-employed,Home,0,0.07936120861644796,3,1
705,0.27,41325,13,PhD,Unemployed,Home,0,0.17032545344917052,9,0
611,0.75,92854,24,High School,Part-time,Other,0,0.158213827739314,9,0
699,0.24,136678,97,PhD,Unemployed,Other,0,0.04915184720247123,1,1
586,0.71,93123,23,Master's,Self-employed,Other,0,0.13178367762203433,7,1
347,0.67,114804,9,Bachelor's,Full-time,Education,0,0.13156972386562035,7,1
817,0.29,71014,81,Master's,Self-employed,Auto,0,0.07645259783890399,3,1
737,0.64,59683,81,Bachelor's,Unemployed,Auto,0,0.12527734286945494,7,1
714,0.2,17225,54,Master's,Unemployed,Home,0,0.14884240661643647,8,1
525,0.72,83282,0,Master's,Self-employed,Auto,0,0.17673735468303686,9,0
352,0.81,140200,90,Master's,Self-employed,Auto,0,0.06540741392564905,2,1
846,0.69,41906,56,PhD,Full-time,Education,0,0.09926535028666776,5,1
801,0.23,143172,16,Master's,Full-time,Business,0,0.06464991006737386,2,1
546,0.58,22978,21,High School,Unemployed,Education,0,0.2850554356711343,10,0
424,0.9,29899,68,High School,Part-time,Business,1,0.21281309026871179,10,0
307,0.72,27680,86,Bachelor's,Unemployed,Other,0,0.19496588423797834,10,0
824,0.52,121947,92,Master's,Unemployed,Auto,0,0.059885430210116566,2,1
673,0.36,130370,81,PhD,Full-time,Auto,0,0.042529371243601385,1,1
462,0.83,49351,5,High School,Full-time,Education,0,0.21852444045944058,10,0
583,0.82,108286,66,High School,Part-time,Auto,0,0.1073676380176306,6,1
784,0.67,143069,23,PhD,Full-time,Business,0,0.0670871842364805,2,1
781,0.47,140477,70,High School,Part-time,Auto,0,0.0656859337358529,2,1
770,0.39,35403,14,Bachelor's,Part-time,Education,0,0.197570116052166,10,0
458,0.88,111226,44,PhD,Unemployed,Business,0,0.13492643051710707,7,1
349,0.32,107360,20,High School,Unemployed,Auto,0,0.17864957836359424,9,0
662,0.75,65252,81,PhD,Unemployed,Auto,0,0.1139641224752059,6,1
600,0.48,138464,50,Bachelor's,Unemployed,Auto,0,0.0947694408626958,4,1
724,0.24,76352,23,Bachelor's,Part-time,Education,0,0.1387255799888991,8,1
397,0.59,75611,104,High School,Part-time,Home,0,0.09154664365442128,4,1
323,0.6,69473,82,Master's,Full-time,Auto,1,0.09309512873768476,4,1
349,0.27,90393,72,PhD,Unemployed,Business,0,0.11534092616650367,6,1
358,0.61,32671,102,Master's,Unemployed,Home,0,0.12660884262375321,7,1
346,0.54,47280,63,High School,Self-employed,Other,1,0.17348548936553904,9,0
682,0.25,30004,48,PhD,Unemployed,Other,0,0.16227223034313815,9,0
419,0.88,64272,118,Master's,Full-time,Home,0,0.06233409821560128,2,1
459,0.18,39476,34,Master's,Self-employed,Auto,0,0.16872106205316884,9,0
547,0.52,68333,14,Master's,Part-time,Home,0,0.14865403683418962,8,1
764,0.2,113044,49,PhD,Part-time,Home,0,0.06281189516730826,2,1
373,0.17,87996,39,High School,Self-employed,Auto,0,0.1433745348611311,8,1
750,0.23,100167,77,PhD,Unemployed,Home,0,0.06430848824816263,2,1
347,0.29,17092,98,Bachelor's,Full-time,Other,1,0.11873352706208885,6,1
682,0.64,85675,56,Master's,Full-time,Other,0,0.08080561102996714,3,1
411,0.42,20040,46,Bachelor's,Part-time,Business,0,0.22462562450709195,10,0
463,0.32,137535,21,PhD,Self-employed,Auto,0,0.09316378321144568,4,1
616,0.13,91671,71,High School,Part-time,Business,0,0.10038570032021112,5,1
443,0.74,129447,32,Bachelor's,Unemployed,Education,0,0.13640922738348293,7,1
483,0.29,45046,63,Master's,Part-time,Auto,0,0.13618156185937313,7,1
695,0.75,74623,115,High School,Part-time,Auto,0,0.08463254329857194,4,1
784,0.42,54057,109,High School,Unemployed,Home,0,0.08848433815190762,4,1
752,0.18,125402,80,Bachelor's,Full-time,Education,0,0.04594738164426509,1,1
652,0.21,111663,49,Master's,Self-employed,Business,0,0.08411376971290664,4,1
528,0.12,113865,113,Bachelor's,Unemployed,Business,0,0.0680325192622732,2,1
321,0.37,26181,12,Bachelor's,Part-time,Education,0,0.2691156544880116,10,0
591,0.65,147040,14,High School,Full-time,Business,0,0.09721548575938034,5,1
741,0.37,140405,48,High School,Self-employed,Business,1,0.08016498921109166,3,1
797,0.51,75410,44,PhD,Full-time,Business,0,0.08910272633650075,4,1
739,0.58,88153,62,Bachelor's,Unemployed,Other,0,0.11518427711923727,6,1
756,0.52,133033,82,High School,Self-employed,Auto,0,0.06254970971577375,2,1
396,0.14,54500,95,PhD,Part-time,Education,0,0.09648826511261069,5,1
573,0.4,88911,60,High School,Part-time,Home,0,0.10087290324438745,5,1
804,0.43,31137,86,High School,Full-time,Home,0,0.08586763720563748,4,1
555,0.79,127502,69,PhD,Self-employed,Business,0,0.07601203868002084,3,1
809,0.61,79084,82,PhD,Unemployed,Home,1,0.0770367638503221,3,1
757,0.27,127998,33,High School,Part-time,Other,0,0.09295429653777941,4,1
500,0.83,125140,82,Master's,Part-time,Business,0,0.07793310119771457,3,1
478,0.58,99773,35,PhD,Unemployed,Home,0,0.11842393665049995,6,1
444,0.8,64450,52,Master's,Self-employed,Business,0,0.15247746936830736,8,1
501,0.58,106876,0,Master's,Part-time,Business,0,0.15962113743698006,9,0
826,0.81,35234,81,PhD,Full-time,Auto,0,0.08960161449873674,4,1
505,0.8,26187,25,Bachelor's,Self-employed,Education,1,0.23888691956446295,10,0
308,0.28,15105,10,PhD,Unemployed,Auto,1,0.2902984028644849,10,0
460,0.7,146584,51,Master's,Unemployed,Home,0,0.07960252692987468,3,1
756,0.34,56019,35,Bachelor's,Self-employed,Auto,1,0.14292477167989132,8,1
738,0.3,95126,28,Master's,Unemployed,Auto,0,0.12286746072582172,7,1
733,0.35,83512,14,PhD,Full-time,Auto,0,0.10169332592070755,5,1
813,0.32,80319,81,Master's,Full-time,Home,0,0.04984973576979471,1,1
339,0.41,25675,54,High School,Full-time,Business,0,0.1838133712600882,9,0
511,0.51,127460,51,High School,Unemployed,Other,0,0.1149834344077758,6,1
634,0.5,89505,19,PhD,Self-employed,Home,0,0.10880356201763373,6,1
459,0.27,92961,91,High School,Self-employed,Home,0,0.07639270907440894,3,1
527,0.76,104277,33,Master's,Self-employed,Education,0,0.11895619786063617,6,1
422,0.34,25035,84,Bachelor's,Full-time,Home,0,0.10577451011711374,5,1
822,0.63,91030,58,PhD,Part-time,Other,0,0.08555279412857021,4,1
690,0.75,108666,46,PhD,Self-employed,Auto,0,0.0910828739733992,4,1
468,0.16,128753,35,Master's,Unemployed,Home,0,0.08948556903941016,4,1
394,0.31,89961,37,High School,Unemployed,Home,1,0.14955489375846956,8,1
692,0.43,59733,107,High School,Part-time,Auto,0,0.09297018809964677,4,1
802,0.53,116284,56,PhD,Unemployed,Business,0,0.08719312257564744,4,1
675,0.81,56370,86,High School,Self-employed,Education,0,0.12056876489709889,6,1
654,0.42,30520,41,High School,Self-employed,Auto,0,0.1879423392759261,9,0
760,0.66,122670,32,High School,Self-employed,Business,0,0.11076704589784292,6,1
748,0.1,34514,55,High School,Part-time,Education,0,0.14813841576993456,8,1
593,0.17,43532,114,High School,Unemployed,Education,0,0.11213659344117986,6,1
396,0.56,122425,54,High School,Unemployed,Business,0,0.13458362720207986,7,1
732,0.34,103065,108,PhD,Full-time,Home,0,0.033953626461605824,1,1
744,0.51,91419,66,High School,Full-time,Business,0,0.08404093024367697,4,1
540,0.55,87801,29,Bachelor's,Part-time,Home,0,0.12847355877136962,7,1
365,0.54,21784,1,Bachelor's,Unemployed,Business,1,0.3471684956761415,10,0
318,0.84,98006,1,Master's,Full-time,Education,0,0.151926499903573,8,1
788,0.22,146960,118,Bachelor's,Unemployed,Home,0,0.03529005883609509,1,1
807,0.57,31939,26,High School,Full-time,Business,0,0.17165080953500356,9,0
658,0.52,145575,105,PhD,Full-time,Home,0,0.027552624896409698,1,1
337,0.72,55309,7,High School,Unemployed,Home,0,0.26302533984752485,10,0
380,0.24,43637,53,High School,Part-time,Auto,1,0.18252772723138194,9,0
726,0.81,41776,3,Master's,Full-time,Business,0,0.18067297694552137,9,0
318,0.52,33322,17,Bachelor's,Part-time,Auto,0,0.25940919269408846,10,0
450,0.17,86529,35,High School,Self-employed,Other,0,0.14075101061814552,8,1
564,0.34,145790,41,Master's,Unemployed,Other,0,0.08505241160313548,4,1
680,0.12,15059,43,PhD,Full-time,Other,0,0.12731978005965644,7,1
348,0.49,34352,21,Bachelor's,Full-time,Other,1,0.19788571002670974,10,0
575,0.45,18168,94,Master's,Full-time,Auto,0,0.10099346379832554,5,1
731,0.82,19751,87,PhD,Full-time,Auto,0,0.10186825656211314,5,1
827,0.48,30751,20,High School,Self-employed,Home,0,0.17517794809598286,9,0
759,0.39,82203,9,High School,Self-employed,Education,0,0.15606010033747142,8,1
667,0.76,120086,67,PhD,Unemployed,Other,0,0.08412174502848867,4,1
409,0.67,118424,52,Master's,Full-time,Home,0,0.06822404447570127,2,1
524,0.35,23163,68,High School,Self-employed,Home,0,0.14912431522996342,8,1
540,0.19,63290,45,Master's,Unemployed,Business,0,0.15503072609530014,8,1
547,0.55,26140,20,Bachelor's,Part-time,Business,0,0.24708612055730472,10,0
503,0.77,148623,27,Master's,Self-employed,Home,0,0.07946833040163938,3,1
614,0.31,146951,103,High School,Self-employed,Auto,0,0.04885723598257423,1,1
623,0.51,61566,96,Master's,Self-employed,Home,0,0.07466036367662343,3,1
317,0.17,81440,89,Bachelor's,Unemployed,Home,0,0.09980649295070504,5,1
835,0.33,98531,31,Master's,Full-time,Home,0,0.06530607718571928,2,1
486,0.39,104311,58,Master's,Unemployed,Business,0,0.11400298751020845,6,1
561,0.39,31523,79,PhD,Full-time,Business,0,0.10439519225286124,5,1
559,0.41,31723,54,High School,Part-time,Home,0,0.16031307522096466,9,0
648,0.36,139558,31,High School,Self-employed,Auto,0,0.09328754768750196,4,1
603,0.17,82946,6,PhD,Unemployed,Business,0,0.1689110164246289,9,0
366,0.64,58873,48,Bachelor's,Unemployed,Home,0,0.1752670817125172,9,0
633,0.76,39422,70,Master's,Self-employed,Home,0,0.11508114527101387,6,1
749,0.51,117805,34,Master's,Unemployed,Auto,1,0.10421107944109322,5,1
659,0.81,23115,40,High School,Part-time,Other,0,0.22032364794923193,10,0
567,0.46,90202,107,High School,Self-employed,Business,0,0.08230630646049011,3,1
828,0.27,114729,117,High School,Unemployed,Education,0,0.056703045568436014,1,1
635,0.41,46308,84,Bachelor's,Full-time,Business,1,0.09848325775164021,5,1
795,0.22,17550,69,Bachelor's,Self-employed,Business,0,0.14323363920141943,8,1
329,0.64,111988,2,High School,Unemployed,Education,0,0.21345314930389617,10,0
640,0.88,82275,95,PhD,Part-time,Home,0,0.07031132112788141,2,1
308,0.42,17926,48,Master's,Full-time,Home,0,0.14659461762835724,8,1
428,0.43,70763,81,Bachelor's,Unemployed,Home,0,0.11462217232927893,6,1
669,0.66,25544,62,PhD,Self-employed,Business,1,0.151494526959196,8,1
442,0.62,85412,98,Bachelor's,Unemployed,Other,0,0.10730564323032692,5,1
457,0.11,49693,50,High School,Self-employed,Business,0,0.16867518854160904,9,0
663,0.89,40749,12,High School,Full-time,Business,0,0.2095529522759621,10,0
564,0.81,142883,9,Bachelor's,Part-time,Business,0,0.12975714510819036,7,1
799,0.66,128336,11,High School,Unemployed,Auto,0,0.13773834474406743,8,1
733,0.55,28618,33,Master's,Full-time,Auto,0,0.140890723377726,8,1
650,0.65,54408,6,Master's,Self-employed,Home,0,0.1634484018582544,9,0
344,0.67,129068,38,High School,Full-time,Auto,0,0.10217762616923927,5,1
684,0.57,15296,103,Master's,Self-employed,Auto,0,0.1129081401089512,6,1
547,0.48,108652,42,Bachelor's,Self-employed,Business,0,0.115088512792408,6,1
567,0.31,81421,71,Master's,Part-time,Home,0,0.08048676236725326,3,1
670,0.55,133109,11,High School,Self-employed,Other,0,0.11722753376114534,6,1
742,0.47,141965,95,High School,Part-time,Auto,0,0.05399948745790088,1,1
847,0.32,42865,24,PhD,Unemployed,Home,0,0.14435079615589383,8,1
650,0.44,135016,110,PhD,Self-employed,Home,0,0.03503639504128264,1,1
746,0.82,92334,62,Bachelor's,Part-time,Business,0,0.1099933541408425,6,1
804,0.77,65902,12,Bachelor's,Full-time,Other,0,0.13995291476973284,8,1
772,0.56,126649,18,High School,Part-time,Business,1,0.1202806464403178,6,1
605,0.6,63479,88,High School,Full-time,Home,0,0.07887249729878984,3,1
306,0.72,149609,16,High School,Unemployed,Other,0,0.1539624382042478,8,1
716,0.53,74918,105,PhD,Part-time,Home,0,0.05923589815837437,2,1
808,0.85,42593,37,Bachelor's,Part-time,Home,0,0.15181360281252537,8,1
755,0.74,117505,39,PhD,Unemployed,Business,0,0.10783052273199743,6,1
